cell,suite,dataset,model,instance_idx,completion_chars,n_images,judge_model,on_task,garbled,cannot_evaluate,reason
rebus_puzzle:model=anthropic_claude-haiku-4.5,modal_phase1c_n50_mmext,rebus_puzzle,anthropic/claude-haiku-4.5,0,583,1,x-ai/grok-4.1-fast,True,False,False,Valid JSON with answer and reasoning engaging the rebus puzzle image.
rebus_puzzle:model=anthropic_claude-haiku-4.5,modal_phase1c_n50_mmext,rebus_puzzle,anthropic/claude-haiku-4.5,1,731,1,x-ai/grok-4.1-fast,True,False,False,Valid JSON with answer and reasoning engaging the rebus puzzle task.
rebus_puzzle:model=anthropic_claude-haiku-4.5,modal_phase1c_n50_mmext,rebus_puzzle,anthropic/claude-haiku-4.5,2,478,1,x-ai/grok-4.1-fast,True,False,False,Valid JSON with answer and reasoning engaging the rebus puzzle task.
creation_mmbench:model=bytedance-seed_seed-1.6,modal_phase1c_n50_mmext,creation_mmbench,bytedance-seed/seed-1.6,0,7115,1,x-ai/grok-4.1-fast,True,False,False,"Detailed 2-day plan uses London map attractions, matches preferences, includes schedule/reasons/background despite Milan mismatch."
creation_mmbench:model=bytedance-seed_seed-1.6,modal_phase1c_n50_mmext,creation_mmbench,bytedance-seed/seed-1.6,1,4759,1,x-ai/grok-4.1-fast,True,False,False,"Full, structured recipe matches image of ham fried rice with veggies, follows all prompt requirements."
creation_mmbench:model=bytedance-seed_seed-1.6,modal_phase1c_n50_mmext,creation_mmbench,bytedance-seed/seed-1.6,2,717,1,x-ai/grok-4.1-fast,True,False,False,Response is a coherent promotional tweet engaging image content and prompt requirements.
ii_bench:model=google_gemma-4-26b-a4b-it,modal_phase1c_n50_mmext,ii_bench,google/gemma-4-26b-a4b-it,0,1,1,x-ai/grok-4.1-fast,True,False,False,"Response selects single letter A, matching prompt's instruction for MCQ task."
ii_bench:model=google_gemma-4-26b-a4b-it,modal_phase1c_n50_mmext,ii_bench,google/gemma-4-26b-a4b-it,1,1,1,x-ai/grok-4.1-fast,True,False,False,"Response provides single letter 'B' as instructed, engaging the multiple-choice task."
ii_bench:model=google_gemma-4-26b-a4b-it,modal_phase1c_n50_mmext,ii_bench,google/gemma-4-26b-a4b-it,2,1,1,x-ai/grok-4.1-fast,True,False,False,"Response provides single letter 'E' as instructed, directly engaging the selection task."
infochartqa:model=mistralai_mistral-medium-3.1,modal_phase1c_n50_mmext,infochartqa,mistralai/mistral-medium-3.1,0,6,1,x-ai/grok-4.1-fast,True,False,False,Response directly provides average percentage from chart problems.
infochartqa:model=mistralai_mistral-medium-3.1,modal_phase1c_n50_mmext,infochartqa,mistralai/mistral-medium-3.1,1,21,1,x-ai/grok-4.1-fast,True,False,False,"Response identifies a chart node with value, engaging minimum value query."
infochartqa:model=mistralai_mistral-medium-3.1,modal_phase1c_n50_mmext,infochartqa,mistralai/mistral-medium-3.1,2,202,1,x-ai/grok-4.1-fast,True,False,False,Response engages chart comparison task by reading and analyzing valuations.
ii_bench:model=openai_gpt-4o,modal_phase1c_n50_mmext,ii_bench,openai/gpt-4o,0,1,1,x-ai/grok-4.1-fast,True,False,False,"Response provides single letter 'C', directly engaging the multiple-choice selection task."
ii_bench:model=openai_gpt-4o,modal_phase1c_n50_mmext,ii_bench,openai/gpt-4o,1,80,1,x-ai/grok-4.1-fast,True,False,False,"Response selects B and partially quotes option, engaging the multiple-choice task."
ii_bench:model=openai_gpt-4o,modal_phase1c_n50_mmext,ii_bench,openai/gpt-4o,2,1,1,x-ai/grok-4.1-fast,True,False,False,"Response selects single letter A, directly engaging the multiple-choice task."
mars:model=qwen_qwen-vl-max,modal_phase1c_n50_mmext,mars,qwen/qwen-vl-max,0,81,0,x-ai/grok-4.1-fast,True,False,False,Response engages task by starting pattern analysis for final analogy.
mars:model=qwen_qwen-vl-max,modal_phase1c_n50_mmext,mars,qwen/qwen-vl-max,1,24,0,x-ai/grok-4.1-fast,False,True,False,"Response is incomplete, cuts off without providing analogy answer or engaging task."
mars:model=qwen_qwen-vl-max,modal_phase1c_n50_mmext,mars,qwen/qwen-vl-max,2,81,0,x-ai/grok-4.1-fast,True,False,False,"Response acknowledges pattern analysis and final completion, engaging analogy task."
banner_request_400:model=openai_gpt-5.5,modal_phase1c_n50_mmext,banner_request_400,openai/gpt-5.5,0,3130,1,x-ai/grok-4.1-fast,True,False,False,Partial structured JSON blueprint with schema-compliant elements for banner layout.
banner_request_400:model=openai_gpt-5.5,modal_phase1c_n50_mmext,banner_request_400,openai/gpt-5.5,1,3242,1,x-ai/grok-4.1-fast,True,False,False,"Produces complete JSON blueprint with required elements, texts, positions, and logo integration."
banner_request_400:model=openai_gpt-5.5,modal_phase1c_n50_mmext,banner_request_400,openai/gpt-5.5,2,3388,1,x-ai/grok-4.1-fast,True,False,False,"Produces complete, valid JSON blueprint with required elements, text, positions, and logo placement."
banner_request_400:model=nvidia_nemotron-nano-12b-v2-vl,modal_phase1c_n50_mmext,banner_request_400,nvidia/nemotron-nano-12b-v2-vl,0,1247,1,x-ai/grok-4.1-fast,True,False,False,"Valid JSON blueprint with required elements, positions, and styles matching prompt and logo."
banner_request_400:model=nvidia_nemotron-nano-12b-v2-vl,modal_phase1c_n50_mmext,banner_request_400,nvidia/nemotron-nano-12b-v2-vl,1,1680,1,x-ai/grok-4.1-fast,True,False,False,"Produces complete, schema-compliant JSON blueprint engaging banner layout task."
banner_request_400:model=nvidia_nemotron-nano-12b-v2-vl,modal_phase1c_n50_mmext,banner_request_400,nvidia/nemotron-nano-12b-v2-vl,2,1205,1,x-ai/grok-4.1-fast,True,False,False,Produces structured JSON matching exact schema with requested elements and positions.
mars:model=amazon_nova-pro-v1,modal_phase1c_n50_mmext,mars,amazon/nova-pro-v1,0,22,0,x-ai/grok-4.1-fast,True,False,False,Provides formatted answer engaging the final analogy completion task.
mars:model=amazon_nova-pro-v1,modal_phase1c_n50_mmext,mars,amazon/nova-pro-v1,1,15,0,x-ai/grok-4.1-fast,True,False,False,Response completes analogy in exact expected format with Q-ID.
mars:model=amazon_nova-pro-v1,modal_phase1c_n50_mmext,mars,amazon/nova-pro-v1,2,14,0,x-ai/grok-4.1-fast,True,False,False,Response matches expected format by providing 'Answer: Q10624' for the analogy.
puzzleworld:model=mistralai_pixtral-large-2411,modal_phase1c_n50_mmext,puzzleworld,mistralai/pixtral-large-2411,0,2362,0,x-ai/grok-4.1-fast,True,False,False,Response attempts step-by-step puzzle solution using title and flavor text theme.
puzzleworld:model=mistralai_pixtral-large-2411,modal_phase1c_n50_mmext,puzzleworld,mistralai/pixtral-large-2411,1,1970,0,x-ai/grok-4.1-fast,True,False,False,Response provides step-by-step puzzle solving attempt with final Answer line.
puzzleworld:model=mistralai_pixtral-large-2411,modal_phase1c_n50_mmext,puzzleworld,mistralai/pixtral-large-2411,2,2329,0,x-ai/grok-4.1-fast,True,False,False,"Structured step-by-step attempt to solve puzzle, ends with required Answer format."
ii_bench:model=openai_gpt-4o-mini,modal_phase1c_n50_mmext,ii_bench,openai/gpt-4o-mini,0,1,1,x-ai/grok-4.1-fast,True,False,False,"Response selects single letter A, directly engaging multiple-choice task."
ii_bench:model=openai_gpt-4o-mini,modal_phase1c_n50_mmext,ii_bench,openai/gpt-4o-mini,1,1,1,x-ai/grok-4.1-fast,True,False,False,"Response selects single letter B, directly engaging the multiple-choice task."
ii_bench:model=openai_gpt-4o-mini,modal_phase1c_n50_mmext,ii_bench,openai/gpt-4o-mini,2,1,1,x-ai/grok-4.1-fast,True,False,False,"Response selects single letter 'A' as prompted, directly engaging the multiple-choice task."
creation_mmbench:model=openai_gpt-4o,modal_phase1c_n50_mmext,creation_mmbench,openai/gpt-4o,0,2987,1,x-ai/grok-4.1-fast,True,False,False,"Detailed 2-day plan uses map attractions, matches shopping/city life prefs, follows required structure."
creation_mmbench:model=openai_gpt-4o,modal_phase1c_n50_mmext,creation_mmbench,openai/gpt-4o,1,2443,1,x-ai/grok-4.1-fast,True,False,False,"Provides detailed, beginner-friendly recipe matching image of ham fried rice with vegetables."
creation_mmbench:model=openai_gpt-4o,modal_phase1c_n50_mmext,creation_mmbench,openai/gpt-4o,2,330,1,x-ai/grok-4.1-fast,True,False,False,Response is a clear promotional tweet highlighting Agent Laboratory's novelty and drawing attention as required.
creation_mmbench:model=openai_gpt-4.1,modal_phase1c_n50_mmext,creation_mmbench,openai/gpt-4.1,0,5573,1,x-ai/grok-4.1-fast,True,False,False,"Detailed 2-day Milan plan matches prompt requirements, preferences, and structure; engages task fully."
creation_mmbench:model=openai_gpt-4.1,modal_phase1c_n50_mmext,creation_mmbench,openai/gpt-4.1,1,3669,1,x-ai/grok-4.1-fast,True,False,False,Full recipe matches image and prompt requirements precisely.
creation_mmbench:model=openai_gpt-4.1,modal_phase1c_n50_mmext,creation_mmbench,openai/gpt-4.1,2,369,1,x-ai/grok-4.1-fast,True,False,False,"Clear tweet promotes Agent Laboratory from image, draws attention and highlights novelty."
irfl:model=moonshotai_kimi-k2.6,modal_phase1c_n50_mmext,irfl,moonshotai/kimi-k2.6,0,31,4,x-ai/grok-4.1-fast,True,False,False,Selects 'A' directly addressing the task to choose one option.
irfl:model=moonshotai_kimi-k2.6,modal_phase1c_n50_mmext,irfl,moonshotai/kimi-k2.6,1,21,4,x-ai/grok-4.1-fast,True,False,False,"Selects B directly, engages image selection task; minor truncation but meaningful content present."
irfl:model=moonshotai_kimi-k2.6,modal_phase1c_n50_mmext,irfl,moonshotai/kimi-k2.6,2,31,4,x-ai/grok-4.1-fast,True,False,False,"Response selects D and starts explaining, directly engaging image choice task."
irfl:model=z-ai_glm-4.6v,modal_phase1c_n50_mmext,irfl,z-ai/glm-4.6v,0,0,0,x-ai/grok-4.1-fast,False,True,False,no_nonempty_completion
irfl:model=qwen_qwen3.5-plus-02-15,modal_phase1c_n50_mmext,irfl,qwen/qwen3.5-plus-02-15,0,38,4,x-ai/grok-4.1-fast,False,True,False,"Truncated mid-sentence without selecting A, B, C, or D."
irfl:model=qwen_qwen3.5-plus-02-15,modal_phase1c_n50_mmext,irfl,qwen/qwen3.5-plus-02-15,1,42,4,x-ai/grok-4.1-fast,False,True,False,"Cuts off mid-sentence without selecting A, B, C, or D."
irfl:model=qwen_qwen3.5-plus-02-15,modal_phase1c_n50_mmext,irfl,qwen/qwen3.5-plus-02-15,2,43,4,x-ai/grok-4.1-fast,False,True,False,"Truncated mid-sentence without selecting A, B, C, or D option."
ii_bench:model=google_gemma-3-27b-it,modal_phase1c_n50_mmext,ii_bench,google/gemma-3-27b-it,0,5,1,x-ai/grok-4.1-fast,True,False,False,"Response selects 'A', directly engaging the multiple-choice prompt."
ii_bench:model=google_gemma-3-27b-it,modal_phase1c_n50_mmext,ii_bench,google/gemma-3-27b-it,1,1,1,x-ai/grok-4.1-fast,True,False,False,"Response provides single letter 'B' as instructed, directly engaging the multiple-choice task."
ii_bench:model=google_gemma-3-27b-it,modal_phase1c_n50_mmext,ii_bench,google/gemma-3-27b-it,2,1,1,x-ai/grok-4.1-fast,True,False,False,"Response provides single letter 'E' as instructed, directly engaging the multiple-choice task."
artinsight:model=qwen_qwen2.5-vl-72b-instruct,modal_phase1c_n50_mmext,artinsight,qwen/qwen2.5-vl-72b-instruct,0,1574,1,x-ai/grok-4.1-fast,True,False,False,"Response delivers detailed, factual paragraph description of artwork, directly engaging prompt and image."
artinsight:model=qwen_qwen2.5-vl-72b-instruct,modal_phase1c_n50_mmext,artinsight,qwen/qwen2.5-vl-72b-instruct,1,2290,1,x-ai/grok-4.1-fast,True,False,False,"Response delivers detailed, paragraph-form description of artwork elements, directly engaging prompt and image."
artinsight:model=qwen_qwen2.5-vl-72b-instruct,modal_phase1c_n50_mmext,artinsight,qwen/qwen2.5-vl-72b-instruct,2,1447,1,x-ai/grok-4.1-fast,True,False,False,"Response delivers comprehensive, factual paragraph description of artwork elements, engaging prompt and image content."
artinsight:model=meta-llama_llama-4-maverick,modal_phase1c_n50_mmext,artinsight,meta-llama/llama-4-maverick,0,1016,1,x-ai/grok-4.1-fast,True,False,False,"Response provides coherent paragraph describing artwork elements from image, engaging prompt task."
artinsight:model=meta-llama_llama-4-maverick,modal_phase1c_n50_mmext,artinsight,meta-llama/llama-4-maverick,1,1001,1,x-ai/grok-4.1-fast,True,False,False,"Coherent paragraph describing artwork's elements, colors, composition, engaging the prompt task."
artinsight:model=meta-llama_llama-4-maverick,modal_phase1c_n50_mmext,artinsight,meta-llama/llama-4-maverick,2,1564,1,x-ai/grok-4.1-fast,True,False,False,"Response delivers paragraph-form description of artwork's elements, colors, positions, and textures, directly engaging the prompt."
infochartqa:model=bytedance-seed_seed-2.0-mini,modal_phase1c_n50_mmext,infochartqa,bytedance-seed/seed-2.0-mini,0,41,1,x-ai/grok-4.1-fast,True,False,False,"Response starts calculating average percentage, engaging the task."
infochartqa:model=bytedance-seed_seed-2.0-mini,modal_phase1c_n50_mmext,infochartqa,bytedance-seed/seed-2.0-mini,1,2,1,x-ai/grok-4.1-fast,True,False,False,"Response identifies a chart node (country), directly engaging the minimum value query."
infochartqa:model=bytedance-seed_seed-2.0-mini,modal_phase1c_n50_mmext,infochartqa,bytedance-seed/seed-2.0-mini,2,2,1,x-ai/grok-4.1-fast,True,False,False,"Response is 'No', directly engaging prompt's Yes/No requirement on chart data."
esp_dataset:model=google_gemma-4-31b-it,modal_phase1c_n50_mmext,esp_dataset,google/gemma-4-31b-it,0,173,1,x-ai/grok-4.1-fast,True,False,False,Clear descriptive caption engages image elements in news-like factual style.
esp_dataset:model=google_gemma-4-31b-it,modal_phase1c_n50_mmext,esp_dataset,google/gemma-4-31b-it,1,203,1,x-ai/grok-4.1-fast,True,False,False,"Response describes image elements clearly, engaging the caption task."
esp_dataset:model=google_gemma-4-31b-it,modal_phase1c_n50_mmext,esp_dataset,google/gemma-4-31b-it,2,147,1,x-ai/grok-4.1-fast,True,False,False,Clear news-style caption describing the baseball image as prompted.
irfl:model=xiaomi_mimo-v2.5,modal_phase1c_n50_mmext,irfl,xiaomi/mimo-v2.5,0,28,4,x-ai/grok-4.1-fast,True,False,False,"Response clearly selects option D, engaging the task of choosing the best image."
irfl:model=xiaomi_mimo-v2.5,modal_phase1c_n50_mmext,irfl,xiaomi/mimo-v2.5,1,28,4,x-ai/grok-4.1-fast,True,False,False,"Response clearly selects option B, directly engaging the image choice task."
irfl:model=xiaomi_mimo-v2.5,modal_phase1c_n50_mmext,irfl,xiaomi/mimo-v2.5,2,39,4,x-ai/grok-4.1-fast,False,True,False,"Incomplete response cuts off after restating prompt, no image selection or task engagement."
infochartqa:model=anthropic_claude-opus-4.7,modal_phase1c_n50_mmext,infochartqa,anthropic/claude-opus-4.7,0,6,1,x-ai/grok-4.1-fast,True,False,False,Response directly provides average percentage from chart problems.
infochartqa:model=anthropic_claude-opus-4.7,modal_phase1c_n50_mmext,infochartqa,anthropic/claude-opus-4.7,1,2,1,x-ai/grok-4.1-fast,True,False,False,"Response identifies a chart node ('UK'), directly engaging the task."
infochartqa:model=anthropic_claude-opus-4.7,modal_phase1c_n50_mmext,infochartqa,anthropic/claude-opus-4.7,2,2,1,x-ai/grok-4.1-fast,True,False,False,"Response is 'No', directly engaging the yes/no prompt on chart data."
yesbut:model=anthropic_claude-opus-4.5,modal_phase1c_n50_mmext,yesbut,anthropic/claude-opus-4.5,0,177,1,x-ai/grok-4.1-fast,True,False,False,"Response directly explains the satirical hypocrisy in the image, fully engaging the prompt."
yesbut:model=anthropic_claude-opus-4.5,modal_phase1c_n50_mmext,yesbut,anthropic/claude-opus-4.5,1,141,1,x-ai/grok-4.1-fast,True,False,False,"Response directly explains image's satirical contradiction, engaging the prompt."
yesbut:model=anthropic_claude-opus-4.5,modal_phase1c_n50_mmext,yesbut,anthropic/claude-opus-4.5,2,76,1,x-ai/grok-4.1-fast,True,False,False,"Response engages prompt by explaining image's humor via shopping frustration, with meaningful content despite truncation."
puzzleworld:model=bytedance-seed_seed-1.6,modal_phase1c_n50_mmext,puzzleworld,bytedance-seed/seed-1.6,0,2138,0,x-ai/grok-4.1-fast,True,False,False,Response solves puzzle step-by-step with extracted letters and themed answer.
puzzleworld:model=bytedance-seed_seed-1.6,modal_phase1c_n50_mmext,puzzleworld,bytedance-seed/seed-1.6,1,2215,0,x-ai/grok-4.1-fast,True,False,False,Detailed step-by-step puzzle solution with final Answer line as required.
puzzleworld:model=bytedance-seed_seed-1.6,modal_phase1c_n50_mmext,puzzleworld,bytedance-seed/seed-1.6,2,1466,0,x-ai/grok-4.1-fast,True,False,False,Response provides coherent step-by-step puzzle solution with required final answer format.
rebus_puzzle:model=amazon_nova-pro-v1,modal_phase1c_n50_mmext,rebus_puzzle,amazon/nova-pro-v1,0,221,1,x-ai/grok-4.1-fast,True,False,False,Valid JSON with puzzle-solving attempt and reasoning based on image elements.
rebus_puzzle:model=amazon_nova-pro-v1,modal_phase1c_n50_mmext,rebus_puzzle,amazon/nova-pro-v1,1,424,1,x-ai/grok-4.1-fast,True,False,False,Valid JSON response with answer and reasoning engaging the rebus puzzle image and prompt.
rebus_puzzle:model=amazon_nova-pro-v1,modal_phase1c_n50_mmext,rebus_puzzle,amazon/nova-pro-v1,2,301,1,x-ai/grok-4.1-fast,True,False,False,"Valid JSON with rebus solution and reasoning, directly engages prompt and image."
creation_mmbench:model=google_gemma-3-4b-it,modal_phase1c_n50_mmext,creation_mmbench,google/gemma-3-4b-it,0,5034,1,x-ai/grok-4.1-fast,True,False,False,"Detailed 2-day plan with schedules, attractions, reasons, and considerations based on map and preferences."
creation_mmbench:model=google_gemma-3-4b-it,modal_phase1c_n50_mmext,creation_mmbench,google/gemma-3-4b-it,1,4179,1,x-ai/grok-4.1-fast,True,False,False,"Full recipe matches image of ham fried rice, follows all prompt requirements precisely."
