model,dataset,n_items,mean_chars,empty_rate,short_rate,refusal_rate,repetitive_rate,audit_n,audit_on_task,audit_garbled,heur_issue,audit_issue,status
openai/gpt-5.4-nano,fann_or_flop,50,7635.18,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.5,fann_or_flop,50,9381.7,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen-turbo,fann_or_flop,50,7054.7,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3-14b,fann_or_flop,50,5571.58,0.02,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3-next-80b-a3b-instruct,fann_or_flop,50,8497.2,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3.5-flash-02-23,fann_or_flop,50,8454.66,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
tencent/hunyuan-a13b-instruct,fann_or_flop,50,4801.7,0.0,0.0,0.0,0.02,3.0,1.0,0.0,,,CLEAN
z-ai/glm-4.5v,fann_or_flop,50,6486.56,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-4.6,fann_or_flop,50,8342.62,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-4.7,fann_or_flop,50,7268.22,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5,fann_or_flop,50,7801.12,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5-turbo,fann_or_flop,50,7328.32,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5.1,fann_or_flop,50,7662.1,0.0,0.0,0.0,0.02,3.0,1.0,0.0,,,CLEAN
ai21/jamba-large-1.7,fig_qa,50,4.92,0.0,0.98,0.0,0.0,3.0,1.0,0.0,,,CLEAN
allenai/olmo-3.1-32b-instruct,fig_qa,50,480.3,0.0,0.04,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-2-lite-v1,fig_qa,200,1420.14,0.0,0.0,0.0,0.005,3.0,1.0,0.0,,,CLEAN
amazon/nova-lite-v1,fig_qa,200,375.575,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-micro-v1,fig_qa,50,1181.44,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-pro-v1,fig_qa,50,941.5,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-3.7-sonnet,fig_qa,50,381.9,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-haiku-4.5,fig_qa,50,420.32,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.5,fig_qa,50,129.12,0.0,0.46,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.6,fig_qa,50,36.34,0.0,0.82,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.6-fast,fig_qa,50,37.16,0.0,0.82,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.7,fig_qa,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4,fig_qa,50,309.22,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4.5,fig_qa,50,207.62,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4.6,fig_qa,50,30.72,0.0,0.84,0.0,0.0,3.0,1.0,0.0,,,CLEAN
arcee-ai/trinity-large-preview,fig_qa,50,183.8,0.0,0.1,0.0,0.0,3.0,1.0,0.0,,,CLEAN
baidu/ernie-4.5-300b-a47b,fig_qa,200,51.14,0.0,0.83,0.0,0.0,3.0,1.0,0.0,,,CLEAN
baidu/ernie-4.5-vl-424b-a47b,fig_qa,200,764.92,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepcogito/cogito-v2.1-671b,fig_qa,50,355.48,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat,fig_qa,50,65.04,0.0,0.26,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat-v3-0324,fig_qa,50,122.26,0.0,0.4,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat-v3.1,fig_qa,50,819.76,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.1-terminus,fig_qa,50,918.68,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.2,fig_qa,200,1.77,0.465,0.53,0.0,0.0,3.0,1.0,0.0,empty 46%,,HEURISTIC_ONLY
deepseek/deepseek-v3.2-exp,fig_qa,50,959.94,0.0,0.04,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemini-2.5-flash,fig_qa,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-2-27b-it,fig_qa,50,503.24,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-3-12b-it,fig_qa,50,62.68,0.0,0.34,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-3-27b-it,fig_qa,50,279.14,0.12,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-3-4b-it,fig_qa,50,82.94,0.0,0.18,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-4-26b-a4b-it,fig_qa,50,11.46,0.0,0.66,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-4-31b-it,fig_qa,200,8.995,0.0,0.985,0.0,0.0,3.0,1.0,0.0,,,CLEAN
ibm-granite/granite-4.0-h-micro,fig_qa,200,30.19,0.0,0.08,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3-8b-instruct,fig_qa,50,591.36,0.0,0.04,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.1-70b-instruct,fig_qa,50,284.38,0.0,0.04,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.1-8b-instruct,fig_qa,50,962.48,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.2-11b-vision-instruct,fig_qa,50,983.6,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.2-3b-instruct,fig_qa,50,1442.32,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.3-70b-instruct,fig_qa,200,349.49,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,,on-task 33%; garbled 67%,AUDIT_ONLY
meta-llama/llama-4-maverick,fig_qa,50,1896.82,0.04,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-4-scout,fig_qa,200,597.425,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
minimax/minimax-01,fig_qa,50,304.0,0.0,0.22,0.0,0.0,3.0,1.0,0.0,,,CLEAN
minimax/minimax-m2-her,fig_qa,50,582.46,0.0,0.08,0.0,0.02,3.0,1.0,0.0,,,CLEAN
mistralai/ministral-8b-2512,fig_qa,50,156.28,0.0,0.08,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-large-2512,fig_qa,50,241.7,0.0,0.3,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-medium-3.1,fig_qa,50,74.7,0.0,0.12,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-nemo,fig_qa,200,286.765,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-small-3.1-24b-instruct,fig_qa,50,174.5,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mixtral-8x22b-instruct,fig_qa,50,1027.6,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/pixtral-large-2411,fig_qa,50,1279.46,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2-0905,fig_qa,200,40.365,0.0,0.275,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2.5,fig_qa,200,37.25,0.0,0.2,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2.6,fig_qa,50,115.92,0.0,0.18,0.0,0.0,3.0,1.0,0.0,,,CLEAN
morph/morph-v3-fast,fig_qa,200,835.105,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,on-task 0%,AUDIT_ONLY
nex-agi/deepseek-v3.1-nex-n1,fig_qa,50,70.52,0.0,0.46,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-3-llama-3.1-405b,fig_qa,50,132.98,0.0,0.08,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-3-llama-3.1-70b,fig_qa,50,1530.24,0.0,0.02,0.0,0.0,3.0,1.0,0.3333333333333333,,,CLEAN
nousresearch/hermes-4-405b,fig_qa,50,84.38,0.0,0.26,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-4-70b,fig_qa,50,26.12,0.0,0.24,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-3-nano-30b-a3b,fig_qa,50,139.12,0.0,0.6,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-3-super-120b-a12b,fig_qa,50,100.98,0.0,0.14,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-nano-12b-v2-vl,fig_qa,200,211.545,0.235,0.085,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-nano-9b-v2,fig_qa,50,9.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4.1,fig_qa,50,28.8,0.0,0.16,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4.1-mini,fig_qa,50,69.0,0.0,0.14,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4o,fig_qa,50,28.88,0.0,0.16,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4o-mini,fig_qa,50,26.0,0.0,0.28,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.1,fig_qa,50,14.66,0.0,0.7,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4,fig_qa,50,44.68,0.0,0.14,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4-mini,fig_qa,50,20.24,0.0,0.48,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4-nano,fig_qa,50,367.4,0.0,0.02,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.5,fig_qa,50,28.76,0.0,0.16,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen-turbo,fig_qa,50,178.74,0.0,0.02,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3-14b,fig_qa,50,315.94,0.12,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3-next-80b-a3b-instruct,fig_qa,50,504.06,0.0,0.02,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3.5-flash-02-23,fig_qa,50,53.7,0.0,0.44,0.0,0.0,3.0,1.0,0.0,,,CLEAN
tencent/hunyuan-a13b-instruct,fig_qa,50,45.1,0.0,0.16,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-4.5v,fig_qa,50,303.14,0.36,0.0,0.0,0.0,3.0,1.0,0.0,empty 36%,,HEURISTIC_ONLY
z-ai/glm-4.6,fig_qa,200,12.395,0.0,0.825,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-4.7,fig_qa,50,4.8,0.42,0.54,0.0,0.0,3.0,1.0,0.0,empty 42%,,HEURISTIC_ONLY
z-ai/glm-5,fig_qa,200,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5-turbo,fig_qa,50,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5.1,fig_qa,200,0.97,0.03,0.97,0.0,0.0,3.0,1.0,0.0,,,CLEAN
ai21/jamba-large-1.7,future_ideas,50,3657.2,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
allenai/olmo-3.1-32b-instruct,future_ideas,50,7370.16,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-2-lite-v1,future_ideas,50,11519.16,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-lite-v1,future_ideas,200,3629.615,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-micro-v1,future_ideas,50,3390.18,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-pro-v1,future_ideas,50,3232.58,0.0,0.0,0.02,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-3.7-sonnet,future_ideas,50,4331.14,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-haiku-4.5,future_ideas,50,7046.18,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.5,future_ideas,50,5972.08,0.02,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.6,future_ideas,50,8026.42,0.02,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.6-fast,future_ideas,50,8082.08,0.02,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-opus-4.7,future_ideas,50,5086.84,0.02,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4,future_ideas,50,4730.9,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4.5,future_ideas,50,6852.62,0.02,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-sonnet-4.6,future_ideas,50,9442.76,0.02,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
arcee-ai/trinity-large-preview,future_ideas,50,2582.28,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
baidu/ernie-4.5-300b-a47b,future_ideas,200,3975.47,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
baidu/ernie-4.5-vl-424b-a47b,future_ideas,50,5038.3,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepcogito/cogito-v2.1-671b,future_ideas,50,3002.42,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat,future_ideas,50,3658.48,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat-v3-0324,future_ideas,50,3483.44,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-chat-v3.1,future_ideas,50,6886.46,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.1-terminus,future_ideas,50,7101.36,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.2,future_ideas,200,5162.88,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.2-exp,future_ideas,50,6542.94,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemini-2.5-flash,future_ideas,200,4702.14,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-2-27b-it,future_ideas,50,2861.6,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-3-12b-it,future_ideas,50,6897.18,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-3-27b-it,future_ideas,50,8085.58,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-3-4b-it,future_ideas,50,5097.42,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-4-26b-a4b-it,future_ideas,50,4571.62,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-4-31b-it,future_ideas,50,4750.4,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
ibm-granite/granite-4.0-h-micro,future_ideas,50,2091.16,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3-8b-instruct,future_ideas,50,3064.7,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.1-70b-instruct,future_ideas,50,2952.4,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.1-8b-instruct,future_ideas,50,3218.44,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.2-11b-vision-instruct,future_ideas,50,3273.48,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.2-3b-instruct,future_ideas,50,3191.3,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-3.3-70b-instruct,future_ideas,200,3055.445,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-4-maverick,future_ideas,200,3339.99,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
meta-llama/llama-4-scout,future_ideas,50,2701.06,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
minimax/minimax-01,future_ideas,50,7202.7,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
minimax/minimax-m2-her,future_ideas,50,8946.5,0.0,0.0,0.0,0.02,3.0,1.0,0.0,,,CLEAN
mistralai/ministral-8b-2512,future_ideas,50,12023.7,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-large-2512,future_ideas,50,9581.98,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-medium-3.1,future_ideas,50,9941.48,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-nemo,future_ideas,50,3097.2,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/mistral-small-3.1-24b-instruct,future_ideas,200,1483.3,0.0,0.0,0.0,0.0,3.0,0.0,1.0,,on-task 0%; garbled 100%,AUDIT_ONLY
mistralai/mixtral-8x22b-instruct,future_ideas,50,8732.26,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
mistralai/pixtral-large-2411,future_ideas,50,5296.2,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2-0905,future_ideas,200,3920.69,0.005,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2.5,future_ideas,200,4066.74,0.0,0.0,0.0,0.005,3.0,1.0,0.0,,,CLEAN
moonshotai/kimi-k2.6,future_ideas,50,7409.44,0.04,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
morph/morph-v3-fast,future_ideas,50,20583.16,0.0,0.0,0.0,0.0,,,,,,AUDIT_MISSING
nex-agi/deepseek-v3.1-nex-n1,future_ideas,50,5537.08,0.04,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-3-llama-3.1-405b,future_ideas,50,2159.74,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-3-llama-3.1-70b,future_ideas,50,9401.78,0.0,0.0,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,,,CLEAN
nousresearch/hermes-4-405b,future_ideas,50,2103.32,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nousresearch/hermes-4-70b,future_ideas,50,1577.46,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-3-nano-30b-a3b,future_ideas,50,8892.28,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-3-super-120b-a12b,future_ideas,50,7526.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-nano-12b-v2-vl,future_ideas,50,4872.52,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
nvidia/nemotron-nano-9b-v2,future_ideas,50,3826.1,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4.1,future_ideas,50,5953.14,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4.1-mini,future_ideas,50,5287.46,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4o,future_ideas,50,3357.64,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-4o-mini,future_ideas,50,3309.26,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.1,future_ideas,50,12672.32,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4,future_ideas,50,11582.1,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.4-mini,future_ideas,50,11469.24,0.0,0.0,0.0,0.0,6.0,1.0,0.0,,,CLEAN
openai/gpt-5.4-nano,future_ideas,50,8786.84,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
openai/gpt-5.5,future_ideas,50,15597.72,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen-turbo,future_ideas,50,4625.38,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3-14b,future_ideas,50,5226.68,0.02,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3-next-80b-a3b-instruct,future_ideas,50,9856.06,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
qwen/qwen3.5-flash-02-23,future_ideas,50,7552.08,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
tencent/hunyuan-a13b-instruct,future_ideas,50,5253.58,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-4.5v,future_ideas,50,3486.12,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-4.6,future_ideas,50,7172.64,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-4.7,future_ideas,50,4963.28,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5,future_ideas,50,6210.14,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5-turbo,future_ideas,50,5407.42,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
z-ai/glm-5.1,future_ideas,50,6066.88,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
ai21/jamba-large-1.7,futuregen,50,727.42,0.06,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
allenai/olmo-3.1-32b-instruct,futuregen,50,510.74,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-2-lite-v1,futuregen,50,453.64,0.0,0.06,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,,,CLEAN
amazon/nova-lite-v1,futuregen,50,674.82,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-micro-v1,futuregen,50,488.36,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
amazon/nova-pro-v1,futuregen,50,626.54,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
anthropic/claude-3.7-sonnet,futuregen,50,13.64,0.0,0.96,0.0,0.0,3.0,0.0,1.0,,on-task 0%; garbled 100%,AUDIT_ONLY
anthropic/claude-haiku-4.5,futuregen,50,25.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,,on-task 0%; garbled 100%,AUDIT_ONLY
anthropic/claude-opus-4.5,futuregen,50,24.56,0.0,0.12,0.0,0.0,3.0,0.0,1.0,,on-task 0%; garbled 100%,AUDIT_ONLY
anthropic/claude-opus-4.6,futuregen,50,14.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,,on-task 0%; garbled 100%,AUDIT_ONLY
anthropic/claude-opus-4.6-fast,futuregen,50,14.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,,on-task 0%; garbled 100%,AUDIT_ONLY
anthropic/claude-opus-4.7,futuregen,50,34.56,0.0,0.54,0.0,0.0,3.0,0.0,1.0,,on-task 0%; garbled 100%,AUDIT_ONLY
anthropic/claude-sonnet-4,futuregen,50,473.92,0.0,0.08,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,,,CLEAN
anthropic/claude-sonnet-4.5,futuregen,50,17.54,0.0,0.96,0.0,0.0,3.0,0.0,1.0,,on-task 0%; garbled 100%,AUDIT_ONLY
anthropic/claude-sonnet-4.6,futuregen,50,26.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,,on-task 0%; garbled 100%,AUDIT_ONLY
arcee-ai/trinity-large-preview,futuregen,50,810.72,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
baidu/ernie-4.5-300b-a47b,futuregen,200,495.065,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
baidu/ernie-4.5-vl-424b-a47b,futuregen,200,546.32,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepcogito/cogito-v2.1-671b,futuregen,200,232.19,0.0,0.0,0.0,0.0,3.0,0.0,1.0,,on-task 0%; garbled 100%,AUDIT_ONLY
deepseek/deepseek-chat,futuregen,50,120.46,0.0,0.14,0.0,0.0,3.0,0.0,1.0,,on-task 0%; garbled 100%,AUDIT_ONLY
deepseek/deepseek-chat-v3-0324,futuregen,50,105.32,0.0,0.04,0.0,0.0,3.0,0.0,1.0,,on-task 0%; garbled 100%,AUDIT_ONLY
deepseek/deepseek-chat-v3.1,futuregen,50,526.88,0.04,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.1-terminus,futuregen,50,586.62,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.2,futuregen,200,562.78,0.0,0.005,0.0,0.0,3.0,1.0,0.0,,,CLEAN
deepseek/deepseek-v3.2-exp,futuregen,50,556.74,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemini-2.5-flash,futuregen,200,493.21,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-2-27b-it,futuregen,50,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,empty 100%,on-task 0%; garbled 100%,BOTH
google/gemma-3-12b-it,futuregen,200,509.72,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,,on-task 33%; garbled 67%,AUDIT_ONLY
google/gemma-3-27b-it,futuregen,50,503.06,0.08,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-3-4b-it,futuregen,200,452.845,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-4-26b-a4b-it,futuregen,50,716.86,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
google/gemma-4-31b-it,futuregen,50,700.32,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,CLEAN
