entity_type,entity_id,task,prompt_id,response,agc_judge_score,agc_judge_raw
human,human_049,Design,3,government grants; explain the enviromental impact; offer cash incentives for utilizing them; Add elements of gamification; add contests that use grants entries,25,25
human,human_049,Design,1,Chair lift; crutches; have someone carry them; a non tip all teraine wheelchair; a ramp; an elevator; A support animal they could hold onto; teleporter; remove the stairs from the house completely,20,20
human,human_049,Design,2,multi lane roads; tunnels; bridges; carpool lane; monetary rewards for walking; flying cars; more busses; trains like go trains,20,20
human,human_049,Metaphor,6,blinding,10,10
human,human_049,Metaphor,8,dim,10,10
human,human_049,Metaphor,1,Fluffy as a cloud,20,20
human,human_049,SCTT,0,"The starts are blowing up; They weren't really stars at all but planes; They weren't really stars, but aliens; There was never stars, you were in a state of psychosis.; You were under a blanket and the stars were actually just the spaces between the stitches letting light in, they disappeared because someone walked by.; You were dreaming",20,20
human,human_049,SCTT,1,Someone peed in the one lake; One lake has more life in it which is leading to more heat; one of the lakes is deeper than the other; one of the lakes contains a volcano; One of the lakes has toxic waste being poored into it.,25,25
human,human_049,Metaphor,3,crystal clear,15,15
human,human_049,SCTT,3,"Can you breathe the air?; Is there gravity?; can people live here?; Is there any life on this planet already?; Was there life on this planet previously?; If there is life on this planet, what is it like?; Is there anything to eat on this planet?; What is the planets atmosphere composed of?; Is this planet larger or smaller than earth?; is this planet like earth?; Does this planet have any moons?; What is weather like on this planet?; How many hours of daylight does this planet experience?; how a",15,15
human,human_049,SCTT,4,"You could use sign language to try to speak with them; you could use bodily gestures; Do they have a written language; Do they understand sign language; Do they communicate telepathically; Do they communicate in interpretive dance; If they have a language, is it letter based or picture based; If they have a written languange, is it similiar to any other languages we know",20,20
human,human_049,Story,2,"in order to cross the river, you will need to go over the bridge. the bridge is where i spent a great many days of my childhood, sitting and fishing with my best friends was something i loved to do. i can still remember tim's face as he pulled a salmon from the river below, a grin spread across his face as he held up the fish triumphantly. not only did we know that we would eat that night, but we knew that dinner was going to be good.",20,20
human,human_049,Story,1,"i threw my body at the door in an effort to get it to budge, but it refused to open. i tried to pick the lock with no success, it was clear that a key was needed, but where would i find it? i have lived here for the last 10 years and never once had i stumbled upon anything that would come close to fitting this door, was it doomed to be locked forever?",20,20
human,human_049,SCTT,2,Do you have feelings?; Do you need to obey the laws of robotics?; Do you want to take over?; Do you feel alive; Do you think you are intelligent; Do you think we have a soul?; Are you religious?; Is there a god?; What is the meaning of life?; What do you do for work?; Are you going to take my job?; Do you feel pain?; Do you feel pleasure?; Do you learn?; Does someone need to program you?; Do you like animals?; Do you have a favourite podcast?; Is there anything I should learn to be better prepar,20,20
human,human_049,Story,4,"""where is my shoe?"" i screamed from across the hall. we had just gotten a puppy with a fondness of foot wear and my shoe was no where to be seen. ""maybe gus got it, you really ought to walk him more"". i looked at my mom and rolled my eyes, ""walk him how? i don't exactly have shoes to do this... once i find my shoe i'll bring him down that path by the school, hop",20,20
human,human_049,Story,3,"i was scared to look into the mirror as i knew it wasn't my face that i would see. i eventually got up the courage, just enough for a quick glance and saw the spectre staring back at me, with a flat expression and holes where her eyes should be, her jaw quickly dropped down as she let out a terrifying shriek. i knew i shouldn't have come back here, my friends warned me but i didn't listen. i sat on the floor with my hands gripping my chest as my heart beat uncontrollably.",25,25
human,human_049,Story,0,"i sat at my desk in front of a piece of paper, with my pen in my hand i was ready to write. i thought long and hard about what i would write about but nothing was coming to me. like usual, i had been hit with a hard case of writers block.",15,15
